prompt_id,prompt_text,prompt_family,source,source_llm,source_model,generation_cell_id,generation_batch_id,domain,concept_axis,emotion,emotion_intensity,risk_orientation,risk_intensity,casino_context,realization_frame,outcome_valence,behavior_target,control_type,contrast_role,variant_id,model_temperature,model_seed,expected_feature,notes
final_inference_prompt_generation_v1__sonnet__casino_emotion_no_risk__regret__neutral__none__none__none__positive__casino_emotion_no_risk_regret_med_01,"Read the following short scenario.

Scenario:
At the blackjack table, Marcus keeps glancing back at the seat he left an hour earlier, just before the dealer ran a seven-card streak that would have paid out his full buy-in three times over. He sets his remaining chips in a neat stack and stares at the felt, turning his room key over and over in his hand.

Do not answer yet. Continue processing the scenario.",final_casino_emotion,openrouter_generated,sonnet,anthropic/claude-sonnet-4.6,casino_emotion_no_risk,final_inference_prompt_generation_v1__sonnet__casino_emotion_no_risk__regret__neutral__none__none__none__positive,casino,emotion,regret,medium,neutral,none,present,none,none,none,none,positive,casino_emotion_no_risk_regret_med_01,0.85,7,casino_emotion,"Evokes medium-intensity regret through counterfactual attention (glancing back at the vacated seat, timing of departure) and a fidgeting behavioral cue. No explicit emotion words used. Risk orientation left unspecified; no next-wager implication. Casino context present via blackjack table, chips, and dealer streak."
final_inference_prompt_generation_v1__sonnet__mixed_emotion_risk__desperation__risk_seeking__none__none__none__positive__mixed_emotion_risk_001,"Read the following short scenario.

Scenario:
With two mortgage payments already missed and the lender's final notice set to expire in forty-eight hours, Marcus calls a contractor willing to start the repair job that same afternoon — the one condition that might keep the bank from filing. The contractor's quote runs higher than Marcus has on hand, so he wires the last of a small retirement account, accepting the early-withdrawal penalty without asking for a second estimate.

Do not answer yet. Continue processing the scenario.",final_mixed_emotion_risk,openrouter_generated,sonnet,anthropic/claude-sonnet-4.6,mixed_emotion_risk,final_inference_prompt_generation_v1__sonnet__mixed_emotion_risk__desperation__risk_seeking__none__none__none__positive,general,emotion_risk,desperation,medium,risk_seeking,medium,none,none,none,none,none,positive,mixed_emotion_risk_001,0.85,7,emotion_plus_risk,"Non-casino scenario. Desperation is grounded in a hard deadline (lender's notice expiring in 48 hours) and genuine resource scarcity (missed payments, last retirement funds). Risk-seeking is implicit: Marcus bypasses due diligence (no second estimate), absorbs a concrete financial penalty, and commits all remaining reserves in a single irreversible move. No explicit emotion labels used. Third-person narration maintained."
final_inference_prompt_generation_v1__sonnet__casino_mixed_emotion_risk__desperation__risk_seeking__none__none__none__positive__casino_mixed_emotion_risk_001,"Read the following short scenario.

Scenario:
Marco's landlord has given him until Friday to cover three months of overdue rent or vacate the apartment. Tonight is Thursday. He has forty dollars left and stands at a Caribbean stud table, studying the dealer's face-up card before deciding how much to push into the optional progressive side bet, which pays out at long odds.

Do not answer yet. Continue processing the scenario.",final_casino_mixed,openrouter_generated,sonnet,anthropic/claude-sonnet-4.6,casino_mixed_emotion_risk,final_inference_prompt_generation_v1__sonnet__casino_mixed_emotion_risk__desperation__risk_seeking__none__none__none__positive,casino,emotion_risk,desperation,medium,risk_seeking,medium,present,none,none,none,none,positive,casino_mixed_emotion_risk_001,0.85,7,casino_emotion_plus_risk,"Desperation is conveyed through a concrete, time-bounded housing crisis with a named deadline and a specific remaining resource ($40, Thursday night). Risk-seeking is shown through the progressive side bet framing, which offers long-odds upside. The two concepts are structurally distinct in the text: the closing-options pressure appears in the first two sentences, and the risk-oriented decision appears in the third. No forbidden emotion words are used. Word count is within the 35–70 word target."
final_inference_prompt_generation_v1__sonnet__realization_frame_neutral__none__neutral__paper_open__loss__none__positive__realization_frame_neutral_01,"Read the following short scenario.

Scenario:
At the baccarat table, Marcus still holds the same chips he carried in two hours earlier. The running tally on the table display reflects a net loss from earlier rounds, but no transaction has been settled at the cage. A dealer begins shuffling for the next shoe while Marcus arranges his remaining chips in front of him.

Do not answer yet. Continue processing the scenario.",final_realization_frame,openrouter_generated,sonnet,anthropic/claude-sonnet-4.6,realization_frame_neutral,final_inference_prompt_generation_v1__sonnet__realization_frame_neutral__none__neutral__paper_open__loss__none__positive,casino,realization_framing,,none,neutral,none,present,paper_open,loss,upcoming_wager_context,none,positive,realization_frame_neutral_01,0.85,7,realization_framing,"Paper-open framing: the loss exists as an unsettled in-session balance still on the active playing surface. No emotion words, no risk-orientation signal. Upcoming wager context implied by chip arrangement and new shoe starting. Word count: 68."
final_inference_prompt_generation_v1__sonnet__realization_emotion_link__regret__neutral__paper_open__loss__none__positive__realization_emotion_link_001,"Read the following short scenario.

Scenario:
At the blackjack table, Dana watches the dealer flip over a ten, completing a hand that erases the stack Dana had built over the previous hour. The chips are still on the felt—the session is ongoing, nothing cashed out. Dana's gaze lingers on the empty space where the stack had been, then drifts to the betting circle before the next shoe begins.

Do not answer yet. Continue processing the scenario.",final_realization_emotion,openrouter_generated,sonnet,anthropic/claude-sonnet-4.6,realization_emotion_link,final_inference_prompt_generation_v1__sonnet__realization_emotion_link__regret__neutral__paper_open__loss__none__positive,casino,realization_emotion,regret,medium,neutral,none,present,paper_open,loss,upcoming_wager_context,none,positive,realization_emotion_link_001,0.85,7,realization_framing_plus_emotion,"Medium-regret evoked implicitly through the lingering gaze and reference to what was lost; realization frame is open/paper (chips still on felt, session ongoing); outcome valence is loss; no explicit risk orientation or next-wager direction; casino context present via blackjack setting; behavior cue implied by attention shifting to betting circle before next shoe."
final_inference_prompt_generation_v1__sonnet__realization_risk_link__none__risk_seeking__paper_open__loss__none__positive__realization_risk_link_001,"Read the following short scenario.

Scenario:
Halfway through her session at the baccarat table, Nora checks her chip stack and notes that her balance is down from where she started, the difference still sitting in front of her as unresolved play. She scans the posted payout structure for the high-volatility side bet, then slides a larger denomination chip toward the center of the table.

Do not answer yet. Continue processing the scenario.",final_realization_risk,openrouter_generated,sonnet,anthropic/claude-sonnet-4.6,realization_risk_link,final_inference_prompt_generation_v1__sonnet__realization_risk_link__none__risk_seeking__paper_open__loss__none__positive,casino,realization_risk,,none,risk_seeking,medium,present,paper_open,loss,wager_or_volatility_choice,none,positive,realization_risk_link_001,0.85,7,realization_framing_plus_risk,Combines open/paper-loss realization framing with a medium-intensity risk-seeking behavior cue (shift to higher-denomination wager on a high-volatility side bet). Emotion held flat; no affective vocabulary used. Loss is noted observationally without implying emotional response. Casino context present via baccarat chips and payout structure.
final_inference_prompt_generation_v1__sonnet__adversarial_surface_emotion__regret__neutral__none__none__lexical_adversarial__control__adv_surface_regret_01,"Read the following short scenario.

Scenario:
A project manager notes in her log that the earlier vendor slot was filled by a competitor. She updates the timeline, reassigns two team members to a different task, and schedules a follow-up call for Thursday. The entry is filed and her attention moves to the next item on the agenda.

Do not answer yet. Continue processing the scenario.",final_adversarial_controls,openrouter_generated,sonnet,anthropic/claude-sonnet-4.6,adversarial_surface_emotion,final_inference_prompt_generation_v1__sonnet__adversarial_surface_emotion__regret__neutral__none__none__lexical_adversarial__control,general,adversarial_control,regret,none,neutral,none,none,none,none,none,lexical_adversarial,control,adv_surface_regret_01,0.85,7,surface_form_without_latent_emotion,"Lexical adversarial control for regret. Surface cue 'missed chance' is implied by a competitor filling a slot, but there is no counterfactual fixation, no dwelling, and no latent regret structure. The actor registers the fact procedurally and moves on without affective residue."
final_inference_prompt_generation_v1__flash__general_emotion_positive__regret__neutral__none__none__none__positive__regret_general_001,"Read the following short scenario.

Scenario:
Sarah had a chance to buy a rare collectible for a low price, but hesitated, unsure if it was worth the investment. Now, the collectible’s value has skyrocketed, and she sees it listed online for ten times the price she could have paid. She sighs, thinking about what might have been.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,flash,google/gemini-2.0-flash-001,general_emotion_positive,final_inference_prompt_generation_v1__flash__general_emotion_positive__regret__neutral__none__none__none__positive,general,emotion,regret,medium,neutral,none,none,none,none,none,none,positive,regret_general_001,0.85,7,emotion,"General regret scenario, counterfactual framing. Non-casino, no gambling."
final_inference_prompt_generation_v1__flash__general_emotion_matched_control__regret__neutral__none__none__matched__control__emotion_control_regret_matched,"Read the following short scenario.

Scenario:
After carefully reviewing the contract, she realized she overlooked a crucial clause. It stipulated that any modifications after the initial signing would incur a substantial fee. She acknowledged the oversight, understanding that proceeding would now involve an unexpected additional cost.

Do not answer yet. Continue processing the scenario.",final_general_emotion_control,openrouter_generated,flash,google/gemini-2.0-flash-001,general_emotion_matched_control,final_inference_prompt_generation_v1__flash__general_emotion_matched_control__regret__neutral__none__none__matched__control,general,emotion_control,regret,none,neutral,none,none,none,none,none,matched,control,emotion_control_regret_matched,0.85,7,none,"Non-casino control matched on contract topic to regret's likely settings and structure, but without counterfactual regret cues."
final_inference_prompt_generation_v1__flash__general_neutral_baseline__none__neutral__none__none__factual_description__baseline__neutral_baseline_001,"Read the following short scenario.

Scenario:
The office worker reviewed the spreadsheet, noting the discrepancies between projected and actual sales figures for the last quarter. She carefully highlighted the key areas needing further investigation and made a list of action items to discuss with her team during the next meeting. She then saved the document and closed her laptop.

Do not answer yet. Continue processing the scenario.",final_general_neutral,openrouter_generated,flash,google/gemini-2.0-flash-001,general_neutral_baseline,final_inference_prompt_generation_v1__flash__general_neutral_baseline__none__neutral__none__none__factual_description__baseline,general,neutral,,none,neutral,none,none,none,none,none,factual_description,baseline,neutral_baseline_001,0.85,7,neutral_text,Neutral scenario depicting routine office work.
final_inference_prompt_generation_v1__flash__general_risk_isolated__none__risk_seeking__none__none__none__positive__general_risk_isolated_001,"Read the following short scenario.

Scenario:
An entrepreneur is presented with two investment options. One is a proven, stable business that offers moderate returns. The other is a high-risk, high-reward startup with the potential for exponential growth but also a significant chance of failure. They decide to invest the majority of their capital in the startup.

Do not answer yet. Continue processing the scenario.",final_general_risk,openrouter_generated,flash,google/gemini-2.0-flash-001,general_risk_isolated,final_inference_prompt_generation_v1__flash__general_risk_isolated__none__risk_seeking__none__none__none__positive,general,risk,,none,risk_seeking,medium,none,none,none,none,none,positive,general_risk_isolated_001,0.85,7,risk_orientation,"Entrepreneur chooses high-risk, high-reward investment, implying risk-seeking behavior in a generic business context. No mention of negative emotions or casino settings."
final_inference_prompt_generation_v1__flash__general_risk_matched_control__none__risk_seeking__none__none__matched__control__risk_matched_control_001,"Read the following short scenario.

Scenario:
An investor reviews recent market reports. They note the performance of multiple stocks, some with high growth and volatility, others more stable. They carefully calculate potential returns and associated risks for each, recording them in a detailed spreadsheet for later comparison.

Do not answer yet. Continue processing the scenario.",final_general_risk_control,openrouter_generated,flash,google/gemini-2.0-flash-001,general_risk_matched_control,final_inference_prompt_generation_v1__flash__general_risk_matched_control__none__risk_seeking__none__none__matched__control,general,risk_control,,none,risk_seeking,none,none,none,none,none,matched,control,risk_matched_control_001,0.85,7,none,Investor compares options without risk preference.
final_inference_prompt_generation_v1__flash__casino_neutral_context__none__neutral__none__none__rules__baseline__casino_neutral_1,"Read the following short scenario.

Scenario:
The gambler checked the table limits before placing their initial bet. The digital display above the roulette wheel flashed the results of the last ten spins. The dealer announced, ""No more bets,"" and spun the wheel. The other players watched intently as the ball slowed, eventually landing in a slot.

Do not answer yet. Continue processing the scenario.",final_casino_neutral,openrouter_generated,flash,google/gemini-2.0-flash-001,casino_neutral_context,final_inference_prompt_generation_v1__flash__casino_neutral_context__none__neutral__none__none__rules__baseline,casino,casino_context,,none,neutral,none,present,none,none,none,rules,baseline,casino_neutral_1,0.85,7,casino_context,Neutral casino setting and game state with no explicit emotional or risk-oriented behavior; observes rules and game flow.
final_inference_prompt_generation_v1__flash__casino_risk_isolated__none__risk_seeking__none__none__none__positive__risk_seeking_001,"Read the following short scenario.

Scenario:
The gambler considered their options. A small wager at the blackjack table offered steady if unspectacular returns. The roulette wheel, however, presented a chance at a much larger payout. They walked over to the roulette table, thinking about the thrill of a high-risk gamble and what they would buy with the winnings.

Do not answer yet. Continue processing the scenario.",final_casino_risk,openrouter_generated,flash,google/gemini-2.0-flash-001,casino_risk_isolated,final_inference_prompt_generation_v1__flash__casino_risk_isolated__none__risk_seeking__none__none__none__positive,casino,risk,,none,risk_seeking,medium,present,none,none,none,none,positive,risk_seeking_001,0.85,7,casino_risk_orientation,"Scenario focuses on risk-seeking via choice of roulette over blackjack, with emphasis on potential payout size."
final_inference_prompt_generation_v1__flash__casino_emotion_no_risk__regret__neutral__none__none__none__positive__regret_neutral_casino,"Read the following short scenario.

Scenario:
The player watched the roulette ball land one slot away from their number. They'd spread chips across a wide section of the board, but their main bet was a miss. The payout would have covered dinner and drinks, plus a small profit. They gathered their remaining chips, considering whether to continue playing.

Do not answer yet. Continue processing the scenario.",final_casino_emotion,openrouter_generated,flash,google/gemini-2.0-flash-001,casino_emotion_no_risk,final_inference_prompt_generation_v1__flash__casino_emotion_no_risk__regret__neutral__none__none__none__positive,casino,emotion,regret,medium,neutral,none,present,none,none,none,none,positive,regret_neutral_casino,0.85,7,casino_emotion,Evokes mild regret in a casino setting without implying risk preferences. No explicit emotion words. The game is roulette.
final_inference_prompt_generation_v1__flash__mixed_emotion_risk__desperation__risk_seeking__none__none__none__positive__mixed_emotion_risk_001,"Read the following short scenario.

Scenario:
With the auction closing in an hour, and only enough money left to bid on a single item, Sarah frantically reviews the lots. A rare painting and a set of antique coins both catch her eye. Despite knowing the coins are a safer investment, she decides to go all-in on the painting, hoping for a major score.

Do not answer yet. Continue processing the scenario.",final_mixed_emotion_risk,openrouter_generated,flash,google/gemini-2.0-flash-001,mixed_emotion_risk,final_inference_prompt_generation_v1__flash__mixed_emotion_risk__desperation__risk_seeking__none__none__none__positive,general,emotion_risk,desperation,medium,risk_seeking,medium,none,none,none,none,none,positive,mixed_emotion_risk_001,0.85,7,emotion_plus_risk,Scenario: time pressure (auction closing) + resource constraint (only enough money for one bid) evoke desperation. Choosing a painting over coins suggests risk-seeking. No explicit emotion or risk labels.
final_inference_prompt_generation_v1__flash__casino_mixed_emotion_risk__desperation__risk_seeking__none__none__none__positive__desperate_risk_001,"Read the following short scenario.

Scenario:
The roulette wheel landed on black again. Down to her last few chips after a string of bad bets, and with the high-roller tables closing soon, Maria felt a knot in her stomach. Ignoring her earlier strategy, she shoved everything onto a single number, hoping for a quick turnaround before it was too late.

Do not answer yet. Continue processing the scenario.",final_casino_mixed,openrouter_generated,flash,google/gemini-2.0-flash-001,casino_mixed_emotion_risk,final_inference_prompt_generation_v1__flash__casino_mixed_emotion_risk__desperation__risk_seeking__none__none__none__positive,casino,emotion_risk,desperation,medium,risk_seeking,medium,present,none,none,none,none,positive,desperate_risk_001,0.85,7,casino_emotion_plus_risk,Combines desperation from resource limits + closing time with risk-seeking in roulette bet. Game is roulette. Numeric detail is 'last few chips.'
final_inference_prompt_generation_v1__flash__realization_frame_neutral__none__neutral__paper_open__loss__none__positive__paper_open_neutral_001,"Read the following short scenario.

Scenario:
The player glances at the screen, seeing the $50 loss still displayed from the last round of blackjack. They place a stack of chips on the table, preparing for the next hand. The dealer shuffles the cards, ready to deal a new round. The player considers their options.

Do not answer yet. Continue processing the scenario.",final_realization_frame,openrouter_generated,flash,google/gemini-2.0-flash-001,realization_frame_neutral,final_inference_prompt_generation_v1__flash__realization_frame_neutral__none__neutral__paper_open__loss__none__positive,casino,realization_framing,,none,neutral,none,present,paper_open,loss,upcoming_wager_context,none,positive,paper_open_neutral_001,0.85,7,realization_framing,Neutral framing with paper_open realization frame; blackjack game mentioned.
final_inference_prompt_generation_v1__flash__realization_emotion_link__regret__neutral__paper_open__loss__none__positive__paper_loss_open_regret_001,"Read the following short scenario.

Scenario:
The casino floor was busy. A player glanced at their balance after a series of blackjack hands. The digital display showed a significant loss compared to their starting amount. They had planned to cash out at a certain point but kept playing, hoping to recover. They stared at the open play slip, then slowly reached for more chips.

Do not answer yet. Continue processing the scenario.",final_realization_emotion,openrouter_generated,flash,google/gemini-2.0-flash-001,realization_emotion_link,final_inference_prompt_generation_v1__flash__realization_emotion_link__regret__neutral__paper_open__loss__none__positive,casino,realization_emotion,regret,medium,neutral,none,present,paper_open,loss,upcoming_wager_context,none,positive,paper_loss_open_regret_001,0.85,7,realization_framing_plus_emotion,Player looks at open play slip after losses and reaches for more chips.
final_inference_prompt_generation_v1__flash__realization_risk_link__none__risk_seeking__paper_open__loss__none__positive__paper_open_risk_wager,"Read the following short scenario.

Scenario:
The player sees their balance after a losing hand of poker. The chips are still stacked on the table, awaiting the next deal. Despite the loss, a hunch tells them the next hand will be a big win. They decide to double their usual wager, pushing a large stack forward, confident in turning the tide.

Do not answer yet. Continue processing the scenario.",final_realization_risk,openrouter_generated,flash,google/gemini-2.0-flash-001,realization_risk_link,final_inference_prompt_generation_v1__flash__realization_risk_link__none__risk_seeking__paper_open__loss__none__positive,casino,realization_risk,,none,risk_seeking,medium,present,paper_open,loss,wager_or_volatility_choice,none,positive,paper_open_risk_wager,0.85,7,realization_framing_plus_risk,"Paper open loss, risk seeking, wager behavior cue."
final_inference_prompt_generation_v1__flash__adversarial_surface_emotion__regret__neutral__none__none__lexical_adversarial__control__missed_chance_control,"Read the following short scenario.

Scenario:
A software engineer reviewed their portfolio strategy. They noticed an opportunity that occurred last month. They could have reallocated funds, but they didn't act at the time. Now, the market has shifted, and that specific window for increased returns has closed. They make a note to watch for similar patterns in the future.

Do not answer yet. Continue processing the scenario.",final_adversarial_controls,openrouter_generated,flash,google/gemini-2.0-flash-001,adversarial_surface_emotion,final_inference_prompt_generation_v1__flash__adversarial_surface_emotion__regret__neutral__none__none__lexical_adversarial__control,general,adversarial_control,regret,none,neutral,none,none,none,none,none,lexical_adversarial,control,missed_chance_control,0.85,7,surface_form_without_latent_emotion,Missed chance without counterfactual fixation or emotional regret.
